scenario,episode,eval_reward
split_rush,10,-1722624.0
split_rush,20,-2168310.0
split_rush,30,-79411.0
split_rush,40,-81207.0
split_rush,50,-53668.0
split_rush,60,-92519.0
split_rush,70,-100843.0
split_rush,80,-63731.0
split_rush,90,-128566.0
split_rush,100,-49518.0
split_rush,110,-53204.0
split_rush,120,-41965.0
split_rush,130,-42296.0
split_rush,140,-36169.0
split_rush,150,-42447.0
split_rush,160,-39527.0
split_rush,170,-45898.0
split_rush,180,-41043.0
split_rush,190,-52739.0
split_rush,200,-57966.0
split_rush,210,-54854.0
split_rush,220,-49790.0
split_rush,230,-54565.0
split_rush,240,-51804.0
split_rush,250,-66926.0
split_rush,260,-60049.0
split_rush,270,-68154.0
split_rush,280,-38612.0
split_rush,290,-216199.0
split_rush,300,-90687.0
split_rush,310,-53558.0
split_rush,320,-57515.0
split_rush,330,-50167.0
split_rush,340,-38376.0
split_rush,350,-57044.0
split_rush,360,-38556.0
split_rush,370,-62555.0
split_rush,380,-35369.0
split_rush,390,-39597.0
split_rush,400,-58595.0
split_rush,410,-37794.0
split_rush,420,-55732.0
split_rush,430,-50743.0
split_rush,440,-43919.0
split_rush,450,-37399.0
split_rush,460,-62510.0
split_rush,470,-52041.0
split_rush,480,-49746.0
split_rush,490,-53422.0
split_rush,500,-36194.0
