scenario,episode,eval_reward
grid4x4,10,-874290.0
grid4x4,20,-1029780.0
grid4x4,30,-963959.0
grid4x4,40,-890275.0
grid4x4,50,-805063.0
grid4x4,60,-814580.0
grid4x4,70,-567389.0
grid4x4,80,-787739.0
grid4x4,90,-911812.0
grid4x4,100,-603000.0
grid4x4,110,-774969.0
grid4x4,120,-739315.0
grid4x4,130,-815739.0
grid4x4,140,-595152.0
grid4x4,150,-644292.0
grid4x4,160,-655071.0
grid4x4,170,-581516.0
grid4x4,180,-810236.0
grid4x4,190,-546339.0
grid4x4,200,-581534.0
grid4x4,210,-415328.0
grid4x4,220,-655337.0
grid4x4,230,-397808.0
grid4x4,240,-491311.0
grid4x4,250,-639859.0
grid4x4,260,-396751.0
grid4x4,270,-375873.0
grid4x4,280,-550165.0
grid4x4,290,-422240.0
grid4x4,300,-447504.0
grid4x4,310,-536098.0
grid4x4,320,-528123.0
grid4x4,330,-357916.0
grid4x4,340,-319911.0
grid4x4,350,-389605.0
grid4x4,360,-455783.0
grid4x4,370,-363689.0
grid4x4,380,-457799.0
grid4x4,390,-510143.0
grid4x4,400,-490150.0
grid4x4,410,-544800.0
grid4x4,420,-307349.0
grid4x4,430,-575767.0
grid4x4,440,-387119.0
grid4x4,450,-376185.0
grid4x4,460,-293279.0
grid4x4,470,-308683.0
grid4x4,480,-530851.0
grid4x4,490,-373976.0
grid4x4,500,-537038.0
