scenario,episode,eval_reward
cologne3,10,-126832.0
cologne3,20,-22035.0
cologne3,30,-23715.0
cologne3,40,-12344.0
cologne3,50,-27395.0
cologne3,60,-9010.0
cologne3,70,-248805.0
cologne3,80,-12097.0
cologne3,90,-247640.0
cologne3,100,-513621.0
cologne3,110,-5237.0
cologne3,120,-4449.0
cologne3,130,-8951.0
cologne3,140,-3846.0
cologne3,150,-4350.0
cologne3,160,-4338.0
cologne3,170,-3814.0
cologne3,180,-4381.0
cologne3,190,-3595.0
cologne3,200,-4332.0
cologne3,210,-3359.0
cologne3,220,-3275.0
cologne3,230,-3622.0
cologne3,240,-3221.0
cologne3,250,-4292.0
cologne3,260,-4462.0
cologne3,270,-3193.0
cologne3,280,-3488.0
cologne3,290,-3912.0
cologne3,300,-4715.0
cologne3,310,-3948.0
cologne3,320,-13834.0
cologne3,330,-16614.0
cologne3,340,-3239.0
cologne3,350,-3395.0
cologne3,360,-3785.0
cologne3,370,-4202.0
cologne3,380,-3227.0
cologne3,390,-9311.0
cologne3,400,-5886.0
cologne3,410,-20888.0
cologne3,420,-4813.0
cologne3,430,-3718.0
cologne3,440,-4347.0
cologne3,450,-187965.0
cologne3,460,-7588.0
cologne3,470,-33743.0
cologne3,480,-4247.0
cologne3,490,-4428.0
cologne3,500,-3248.0
