scenario,episode,eval_reward
cologne3,10,-1545154.0
cologne3,20,-70015.0
cologne3,30,-139967.0
cologne3,40,-25654.0
cologne3,50,-36220.0
cologne3,60,-25172.0
cologne3,70,-22603.0
cologne3,80,-6600.0
cologne3,90,-4078.0
cologne3,100,-17795.0
cologne3,110,-4024.0
cologne3,120,-5140.0
cologne3,130,-4421.0
cologne3,140,-4352.0
cologne3,150,-4740.0
cologne3,160,-3446.0
cologne3,170,-5787.0
cologne3,180,-3545.0
cologne3,190,-3524.0
cologne3,200,-4662.0
cologne3,210,-4356.0
cologne3,220,-3497.0
cologne3,230,-3716.0
cologne3,240,-4278.0
cologne3,250,-6741.0
cologne3,260,-3592.0
cologne3,270,-11708.0
cologne3,280,-4559.0
cologne3,290,-3189.0
cologne3,300,-4161.0
cologne3,310,-4324.0
cologne3,320,-4011.0
cologne3,330,-2997.0
cologne3,340,-4942.0
cologne3,350,-17712.0
cologne3,360,-3851.0
cologne3,370,-3579.0
cologne3,380,-3679.0
cologne3,390,-3345.0
cologne3,400,-3271.0
cologne3,410,-4133.0
cologne3,420,-3591.0
cologne3,430,-2920.0
cologne3,440,-3892.0
cologne3,450,-2463.0
cologne3,460,-4042.0
cologne3,470,-33109.0
cologne3,480,-4102.0
cologne3,490,-22346.0
cologne3,500,-4537.0
