Epoch,Tabular_IQL_Reward,Hysteretic_Reward,VDN_Reward,Fixed_Native_Reward,Fixed_RoundRobin_Reward
5,-203202.0,-706057.0,-628545.0,-43650.0,-176851.0
10,-226311.0,-826078.0,-103442.0,-43650.0,-176851.0
15,-1010523.0,-158990.0,-67374.0,-43650.0,-176851.0
20,-71717.0,-573920.0,-70777.0,-43650.0,-176851.0
25,-232327.0,-306948.0,-144099.0,-43650.0,-176851.0
30,-65927.0,-98306.0,-27936.0,-43650.0,-176851.0
35,-391734.0,-548772.0,-49786.0,-43650.0,-176851.0
40,-160035.0,-61711.0,-35367.0,-43650.0,-176851.0
45,-72282.0,-107782.0,-65225.0,-43650.0,-176851.0
50,-89207.0,-105583.0,-504394.0,-43650.0,-176851.0
55,-234747.0,-126867.0,-89873.0,-43650.0,-176851.0
60,-229331.0,-268753.0,-317631.0,-43650.0,-176851.0
65,-383786.0,-736969.0,-129250.0,-43650.0,-176851.0
70,-41753.0,-179755.0,-19109.0,-43650.0,-176851.0
75,-65368.0,-285424.0,-170800.0,-43650.0,-176851.0
80,-194316.0,-99513.0,-30734.0,-43650.0,-176851.0
85,-671142.0,-457716.0,-40954.0,-43650.0,-176851.0
90,-160744.0,-571061.0,-252997.0,-43650.0,-176851.0
95,-258851.0,-240243.0,-54093.0,-43650.0,-176851.0
100,-311105.0,-176156.0,-58446.0,-43650.0,-176851.0
