scenario,episode,eval_reward
baseline,10,-35895.0
baseline,20,-27248.0
baseline,30,-28999.0
baseline,40,-25406.0
baseline,50,-34934.0
baseline,60,-25106.0
baseline,70,-27573.0
baseline,80,-32574.0
baseline,90,-28436.0
baseline,100,-25026.0
baseline,110,-21826.0
baseline,120,-23366.0
baseline,130,-27647.0
baseline,140,-26580.0
baseline,150,-22312.0
baseline,160,-24545.0
baseline,170,-23995.0
baseline,180,-26362.0
baseline,190,-23106.0
baseline,200,-21892.0
baseline,210,-28716.0
baseline,220,-24988.0
baseline,230,-26398.0
baseline,240,-29303.0
baseline,250,-23372.0
baseline,260,-24205.0
baseline,270,-25008.0
baseline,280,-23574.0
baseline,290,-21933.0
baseline,300,-21929.0
baseline,310,-21220.0
baseline,320,-22522.0
baseline,330,-25518.0
baseline,340,-22638.0
baseline,350,-21538.0
baseline,360,-25248.0
baseline,370,-22918.0
baseline,380,-25494.0
baseline,390,-23728.0
baseline,400,-24116.0
baseline,410,-24612.0
baseline,420,-24451.0
baseline,430,-26249.0
baseline,440,-24130.0
baseline,450,-24223.0
baseline,460,-21891.0
baseline,470,-20845.0
baseline,480,-23313.0
baseline,490,-22774.0
baseline,500,-26963.0
