scenario,episode,eval_reward
split_rush,10,-3468169.0
split_rush,20,-1617134.0
split_rush,30,-80980.0
split_rush,40,-2705273.0
split_rush,50,-122604.0
split_rush,60,-1930516.0
split_rush,70,-1600786.0
split_rush,80,-1584897.0
split_rush,90,-178580.0
split_rush,100,-77912.0
split_rush,110,-43307.0
split_rush,120,-48877.0
split_rush,130,-40385.0
split_rush,140,-69046.0
split_rush,150,-44454.0
split_rush,160,-41852.0
split_rush,170,-43280.0
split_rush,180,-39525.0
split_rush,190,-51596.0
split_rush,200,-42267.0
split_rush,210,-56210.0
split_rush,220,-50388.0
split_rush,230,-53003.0
split_rush,240,-41932.0
split_rush,250,-73311.0
split_rush,260,-63809.0
split_rush,270,-88370.0
split_rush,280,-68173.0
split_rush,290,-65108.0
split_rush,300,-55077.0
split_rush,310,-40112.0
split_rush,320,-47228.0
split_rush,330,-54280.0
split_rush,340,-57070.0
split_rush,350,-48620.0
split_rush,360,-54343.0
split_rush,370,-56669.0
split_rush,380,-67047.0
split_rush,390,-57330.0
split_rush,400,-45382.0
split_rush,410,-38708.0
split_rush,420,-52714.0
split_rush,430,-40695.0
split_rush,440,-37389.0
split_rush,450,-44851.0
split_rush,460,-43236.0
split_rush,470,-47340.0
split_rush,480,-44897.0
split_rush,490,-44920.0
split_rush,500,-57880.0
