scenario,episode,eval_reward
dense_wave,10,-77991.0
dense_wave,20,-1752946.0
dense_wave,30,-619231.0
dense_wave,40,-1163902.0
dense_wave,50,-83419.0
dense_wave,60,-58431.0
dense_wave,70,-192856.0
dense_wave,80,-113217.0
dense_wave,90,-239743.0
dense_wave,100,-98885.0
dense_wave,110,-61476.0
dense_wave,120,-79802.0
dense_wave,130,-69153.0
dense_wave,140,-52773.0
dense_wave,150,-51580.0
dense_wave,160,-59547.0
dense_wave,170,-51361.0
dense_wave,180,-45631.0
dense_wave,190,-56201.0
dense_wave,200,-34944.0
dense_wave,210,-33340.0
dense_wave,220,-48240.0
dense_wave,230,-34950.0
dense_wave,240,-50263.0
dense_wave,250,-50405.0
dense_wave,260,-46844.0
dense_wave,270,-49174.0
dense_wave,280,-37613.0
dense_wave,290,-38046.0
dense_wave,300,-49019.0
dense_wave,310,-155296.0
dense_wave,320,-51586.0
dense_wave,330,-35808.0
dense_wave,340,-45260.0
dense_wave,350,-36951.0
dense_wave,360,-36698.0
dense_wave,370,-45385.0
dense_wave,380,-45674.0
dense_wave,390,-44070.0
dense_wave,400,-51289.0
dense_wave,410,-49364.0
dense_wave,420,-40766.0
dense_wave,430,-55489.0
dense_wave,440,-55974.0
dense_wave,450,-42560.0
dense_wave,460,-53960.0
dense_wave,470,-82178.0
dense_wave,480,-52604.0
dense_wave,490,-41338.0
dense_wave,500,-37128.0
