scenario,episode,eval_reward
split_rush,10,-347040.0
split_rush,20,-39436.0
split_rush,30,-1115761.0
split_rush,40,-838600.0
split_rush,50,-833787.0
split_rush,60,-389274.0
split_rush,70,-1265617.0
split_rush,80,-43253.0
split_rush,90,-35445.0
split_rush,100,-56772.0
split_rush,110,-41979.0
split_rush,120,-36921.0
split_rush,130,-47843.0
split_rush,140,-41747.0
split_rush,150,-41540.0
split_rush,160,-35442.0
split_rush,170,-48346.0
split_rush,180,-41373.0
split_rush,190,-44594.0
split_rush,200,-37423.0
split_rush,210,-50919.0
split_rush,220,-42799.0
split_rush,230,-46728.0
split_rush,240,-35012.0
split_rush,250,-46472.0
split_rush,260,-43506.0
split_rush,270,-36344.0
split_rush,280,-41374.0
split_rush,290,-40852.0
split_rush,300,-38614.0
split_rush,310,-46638.0
split_rush,320,-41049.0
split_rush,330,-42136.0
split_rush,340,-50569.0
split_rush,350,-42952.0
split_rush,360,-56365.0
split_rush,370,-47149.0
split_rush,380,-37575.0
split_rush,390,-40945.0
split_rush,400,-48428.0
split_rush,410,-45515.0
split_rush,420,-43763.0
split_rush,430,-53266.0
split_rush,440,-39930.0
split_rush,450,-41084.0
split_rush,460,-41365.0
split_rush,470,-37605.0
split_rush,480,-38365.0
split_rush,490,-41465.0
split_rush,500,-35690.0
