scenario,episode,eval_reward
dense_wave,10,-711289.0
dense_wave,20,-663699.0
dense_wave,30,-738271.0
dense_wave,40,-124827.0
dense_wave,50,-70623.0
dense_wave,60,-107638.0
dense_wave,70,-78091.0
dense_wave,80,-58472.0
dense_wave,90,-102076.0
dense_wave,100,-51894.0
dense_wave,110,-93366.0
dense_wave,120,-55951.0
dense_wave,130,-111556.0
dense_wave,140,-51121.0
dense_wave,150,-50779.0
dense_wave,160,-57213.0
dense_wave,170,-47883.0
dense_wave,180,-37777.0
dense_wave,190,-50688.0
dense_wave,200,-35705.0
dense_wave,210,-36760.0
dense_wave,220,-55565.0
dense_wave,230,-38418.0
dense_wave,240,-48043.0
dense_wave,250,-45877.0
dense_wave,260,-49136.0
dense_wave,270,-49651.0
dense_wave,280,-47759.0
dense_wave,290,-52557.0
dense_wave,300,-45506.0
dense_wave,310,-52347.0
dense_wave,320,-53033.0
dense_wave,330,-53357.0
dense_wave,340,-54451.0
dense_wave,350,-50416.0
dense_wave,360,-48604.0
dense_wave,370,-54817.0
dense_wave,380,-51620.0
dense_wave,390,-44855.0
dense_wave,400,-57162.0
dense_wave,410,-57171.0
dense_wave,420,-55195.0
dense_wave,430,-44817.0
dense_wave,440,-44869.0
dense_wave,450,-60489.0
dense_wave,460,-35348.0
dense_wave,470,-48227.0
dense_wave,480,-41861.0
dense_wave,490,-42933.0
dense_wave,500,-65709.0
