scenario,episode,eval_reward
grid4x4,10,-864027.0
grid4x4,20,-1010223.0
grid4x4,30,-958809.0
grid4x4,40,-723643.0
grid4x4,50,-701814.0
grid4x4,60,-797814.0
grid4x4,70,-730327.0
grid4x4,80,-859785.0
grid4x4,90,-787175.0
grid4x4,100,-644796.0
grid4x4,110,-553050.0
grid4x4,120,-666951.0
grid4x4,130,-634397.0
grid4x4,140,-587283.0
grid4x4,150,-771109.0
grid4x4,160,-456200.0
grid4x4,170,-421479.0
grid4x4,180,-469825.0
grid4x4,190,-530255.0
grid4x4,200,-479426.0
grid4x4,210,-579367.0
grid4x4,220,-504619.0
grid4x4,230,-456227.0
grid4x4,240,-591062.0
grid4x4,250,-435233.0
grid4x4,260,-528627.0
grid4x4,270,-422365.0
grid4x4,280,-550814.0
grid4x4,290,-439416.0
grid4x4,300,-388410.0
grid4x4,310,-514378.0
grid4x4,320,-526681.0
grid4x4,330,-474216.0
grid4x4,340,-459085.0
grid4x4,350,-694255.0
grid4x4,360,-415820.0
grid4x4,370,-448775.0
grid4x4,380,-775492.0
grid4x4,390,-731029.0
grid4x4,400,-560289.0
grid4x4,410,-560160.0
grid4x4,420,-287862.0
grid4x4,430,-551024.0
grid4x4,440,-299692.0
grid4x4,450,-386660.0
grid4x4,460,-287737.0
grid4x4,470,-326917.0
grid4x4,480,-348213.0
grid4x4,490,-547141.0
grid4x4,500,-515118.0
