scenario,episode,eval_reward
cologne3,10,-1278033.0
cologne3,20,-212602.0
cologne3,30,-132615.0
cologne3,40,-13590.0
cologne3,50,-26508.0
cologne3,60,-4886.0
cologne3,70,-4484.0
cologne3,80,-5211.0
cologne3,90,-6855.0
cologne3,100,-5420.0
cologne3,110,-4399.0
cologne3,120,-23326.0
cologne3,130,-3690.0
cologne3,140,-3678.0
cologne3,150,-4509.0
cologne3,160,-3850.0
cologne3,170,-6600.0
cologne3,180,-10524.0
cologne3,190,-14454.0
cologne3,200,-3617.0
cologne3,210,-2868.0
cologne3,220,-3620.0
cologne3,230,-288922.0
cologne3,240,-7331.0
cologne3,250,-121014.0
cologne3,260,-13738.0
cologne3,270,-3549.0
cologne3,280,-25007.0
cologne3,290,-22048.0
cologne3,300,-25564.0
cologne3,310,-1147111.0
cologne3,320,-17923.0
cologne3,330,-20274.0
cologne3,340,-8400.0
cologne3,350,-8866.0
cologne3,360,-30964.0
cologne3,370,-7391.0
cologne3,380,-8913.0
cologne3,390,-5799.0
cologne3,400,-6484.0
cologne3,410,-31018.0
cologne3,420,-4309.0
cologne3,430,-1767517.0
cologne3,440,-668329.0
cologne3,450,-29395.0
cologne3,460,-40860.0
cologne3,470,-103828.0
cologne3,480,-5094.0
cologne3,490,-6323.0
cologne3,500,-43013.0
