scenario,episode,eval_reward
split_rush,10,-89700.0
split_rush,20,-70349.0
split_rush,30,-3159096.0
split_rush,40,-432200.0
split_rush,50,-1560252.0
split_rush,60,-1503939.0
split_rush,70,-331574.0
split_rush,80,-744356.0
split_rush,90,-337392.0
split_rush,100,-824163.0
split_rush,110,-81299.0
split_rush,120,-43247.0
split_rush,130,-742345.0
split_rush,140,-151433.0
split_rush,150,-60955.0
split_rush,160,-50941.0
split_rush,170,-60584.0
split_rush,180,-42454.0
split_rush,190,-41162.0
split_rush,200,-47480.0
split_rush,210,-46076.0
split_rush,220,-38977.0
split_rush,230,-41769.0
split_rush,240,-46773.0
split_rush,250,-39745.0
split_rush,260,-46443.0
split_rush,270,-44683.0
split_rush,280,-46199.0
split_rush,290,-41059.0
split_rush,300,-40317.0
split_rush,310,-48312.0
split_rush,320,-39765.0
split_rush,330,-35706.0
split_rush,340,-44496.0
split_rush,350,-42284.0
split_rush,360,-56720.0
split_rush,370,-35895.0
split_rush,380,-46006.0
split_rush,390,-40634.0
split_rush,400,-42818.0
split_rush,410,-117894.0
split_rush,420,-35292.0
split_rush,430,-40155.0
split_rush,440,-36536.0
split_rush,450,-46650.0
split_rush,460,-37225.0
split_rush,470,-51152.0
split_rush,480,-29547.0
split_rush,490,-49685.0
split_rush,500,-35614.0
