Epoch,Tabular_IQL_Reward,Hysteretic_Reward,VDN_Reward,Fixed_Baseline_Reward
10,-1562840.0,-843827.0,-125057.0,-142446.0
20,-459014.0,-253300.0,-113352.0,-142446.0
30,-132440.0,-117544.0,-426497.0,-142446.0
40,-160858.0,-122756.0,-186060.0,-142446.0
50,-179646.0,-124516.0,-88948.0,-142446.0
60,-346845.0,-89745.0,-129673.0,-142446.0
70,-1455918.0,-83495.0,-176034.0,-142446.0
80,-95692.0,-166980.0,-226274.0,-142446.0
90,-164210.0,-156290.0,-214501.0,-142446.0
100,-185032.0,-97739.0,-483433.0,-142446.0
110,-117664.0,-126172.0,-353047.0,-142446.0
120,-165721.0,-113196.0,-547900.0,-142446.0
130,-94457.0,-176152.0,-243246.0,-142446.0
140,-412896.0,-192499.0,-1754909.0,-142446.0
150,-250115.0,-86080.0,-300801.0,-142446.0
160,-239388.0,-155574.0,-156922.0,-142446.0
170,-176744.0,-130542.0,-164607.0,-142446.0
180,-266655.0,-133808.0,-2110656.0,-142446.0
190,-279168.0,-127926.0,-181829.0,-142446.0
200,-233039.0,-97253.0,-114699.0,-142446.0
210,-244785.0,-96209.0,-143007.0,-142446.0
220,-175063.0,-133363.0,-267721.0,-142446.0
230,-202671.0,-526246.0,-251321.0,-142446.0
240,-154097.0,-920711.0,-223382.0,-142446.0
250,-380227.0,-109242.0,-123154.0,-142446.0
260,-996090.0,-1362504.0,-140794.0,-142446.0
270,-485462.0,-115105.0,-240577.0,-142446.0
280,-900527.0,-166665.0,-282127.0,-142446.0
290,-233271.0,-110095.0,-175925.0,-142446.0
300,-195303.0,-193416.0,-877777.0,-142446.0
310,-145306.0,-217837.0,-197495.0,-142446.0
320,-165196.0,-164708.0,-125686.0,-142446.0
330,-1123835.0,-102221.0,-143092.0,-142446.0
340,-123977.0,-95119.0,-534796.0,-142446.0
350,-271638.0,-308842.0,-280296.0,-142446.0
360,-524000.0,-81733.0,-66188.0,-142446.0
370,-106593.0,-89394.0,-73817.0,-142446.0
380,-125642.0,-203809.0,-815348.0,-142446.0
390,-144168.0,-165997.0,-101487.0,-142446.0
400,-86099.0,-277435.0,-77297.0,-142446.0
410,-151245.0,-74847.0,-112882.0,-142446.0
420,-171758.0,-108437.0,-175200.0,-142446.0
430,-230330.0,-92636.0,-105272.0,-142446.0
440,-121151.0,-152699.0,-131441.0,-142446.0
450,-223642.0,-653269.0,-89222.0,-142446.0
460,-235156.0,-80120.0,-55068.0,-142446.0
470,-469089.0,-176939.0,-56226.0,-142446.0
480,-135825.0,-145323.0,-67028.0,-142446.0
490,-268253.0,-55552.0,-97061.0,-142446.0
500,-274054.0,-118991.0,-90999.0,-142446.0
