scenario,episode,eval_reward
grid4x4,10,-987985.0
grid4x4,20,-929470.0
grid4x4,30,-920695.0
grid4x4,40,-950316.0
grid4x4,50,-841783.0
grid4x4,60,-775994.0
grid4x4,70,-906431.0
grid4x4,80,-739742.0
grid4x4,90,-766834.0
grid4x4,100,-833797.0
grid4x4,110,-651911.0
grid4x4,120,-799659.0
grid4x4,130,-617165.0
grid4x4,140,-644245.0
grid4x4,150,-328108.0
grid4x4,160,-521312.0
grid4x4,170,-581308.0
grid4x4,180,-497713.0
grid4x4,190,-443940.0
grid4x4,200,-654463.0
grid4x4,210,-459163.0
grid4x4,220,-419283.0
grid4x4,230,-393424.0
grid4x4,240,-487182.0
grid4x4,250,-327231.0
grid4x4,260,-394295.0
grid4x4,270,-399203.0
grid4x4,280,-567611.0
grid4x4,290,-352952.0
grid4x4,300,-397785.0
grid4x4,310,-303850.0
grid4x4,320,-486842.0
grid4x4,330,-488264.0
grid4x4,340,-367247.0
grid4x4,350,-453791.0
grid4x4,360,-443350.0
grid4x4,370,-417250.0
grid4x4,380,-548952.0
grid4x4,390,-373453.0
grid4x4,400,-592907.0
grid4x4,410,-449074.0
grid4x4,420,-399566.0
grid4x4,430,-397010.0
grid4x4,440,-338377.0
grid4x4,450,-408039.0
grid4x4,460,-534493.0
grid4x4,470,-355004.0
grid4x4,480,-320173.0
grid4x4,490,-394563.0
grid4x4,500,-315079.0
