Epoch,Tabular_IQL_Reward,Hysteretic_Reward,VDN_Reward,Fixed_Baseline_Reward
5,-136222.0,-130436.0,-119957.0,-140966.0
10,-66433.0,-145680.0,-121408.0,-140966.0
15,-83066.0,-92820.0,-106887.0,-140966.0
20,-352155.0,-91956.0,-129210.0,-140966.0
25,-150553.0,-73444.0,-686086.0,-140966.0
30,-838368.0,-135751.0,-147166.0,-140966.0
35,-108042.0,-243940.0,-171122.0,-140966.0
40,-1167278.0,-252811.0,-224804.0,-140966.0
45,-134727.0,-126953.0,-94103.0,-140966.0
50,-139313.0,-105030.0,-177741.0,-140966.0
55,-155234.0,-96766.0,-109112.0,-140966.0
60,-749754.0,-333335.0,-208211.0,-140966.0
65,-101597.0,-152629.0,-98414.0,-140966.0
70,-108194.0,-115089.0,-113677.0,-140966.0
75,-102930.0,-132189.0,-536703.0,-140966.0
80,-2613822.0,-249584.0,-110662.0,-140966.0
85,-159441.0,-271320.0,-98578.0,-140966.0
90,-293126.0,-87778.0,-234998.0,-140966.0
95,-134376.0,-418179.0,-225411.0,-140966.0
100,-976585.0,-191152.0,-306091.0,-140966.0
