scenario,episode,eval_reward
dense_wave,10,-506572.0
dense_wave,20,-154201.0
dense_wave,30,-57427.0
dense_wave,40,-61239.0
dense_wave,50,-61711.0
dense_wave,60,-789184.0
dense_wave,70,-447550.0
dense_wave,80,-456187.0
dense_wave,90,-116003.0
dense_wave,100,-64167.0
dense_wave,110,-74376.0
dense_wave,120,-45174.0
dense_wave,130,-42988.0
dense_wave,140,-54140.0
dense_wave,150,-40550.0
dense_wave,160,-43915.0
dense_wave,170,-40112.0
dense_wave,180,-37261.0
dense_wave,190,-45496.0
dense_wave,200,-70020.0
dense_wave,210,-41303.0
dense_wave,220,-38873.0
dense_wave,230,-38343.0
dense_wave,240,-36868.0
dense_wave,250,-39908.0
dense_wave,260,-43881.0
dense_wave,270,-39982.0
dense_wave,280,-68187.0
dense_wave,290,-54921.0
dense_wave,300,-39175.0
dense_wave,310,-52246.0
dense_wave,320,-42895.0
dense_wave,330,-49149.0
dense_wave,340,-44562.0
dense_wave,350,-48815.0
dense_wave,360,-58404.0
dense_wave,370,-47771.0
dense_wave,380,-37029.0
dense_wave,390,-45808.0
dense_wave,400,-39560.0
dense_wave,410,-49116.0
dense_wave,420,-40639.0
dense_wave,430,-55408.0
dense_wave,440,-37851.0
dense_wave,450,-39130.0
dense_wave,460,-41069.0
dense_wave,470,-51822.0
dense_wave,480,-47732.0
dense_wave,490,-53836.0
dense_wave,500,-45433.0
