Epoch,Tabular_IQL_Reward,Hysteretic_Reward,VDN_Reward,Fixed_Native_Reward,Fixed_RoundRobin_Reward
10,-297911.0,-994238.0,-116441.0,-45680.0,-174866.0
20,-126066.0,-424480.0,-210387.0,-45680.0,-174866.0
30,-55439.0,-200424.0,-59589.0,-45680.0,-174866.0
40,-150923.0,-48637.0,-44539.0,-45680.0,-174866.0
50,-34349.0,-284062.0,-54948.0,-45680.0,-174866.0
60,-69693.0,-224851.0,-12462.0,-45680.0,-174866.0
70,-61107.0,-179796.0,-20041.0,-45680.0,-174866.0
80,-22513.0,-74726.0,-45243.0,-45680.0,-174866.0
90,-26338.0,-191273.0,-35318.0,-45680.0,-174866.0
100,-17997.0,-77924.0,-29715.0,-45680.0,-174866.0
110,-92163.0,-166557.0,-10312.0,-45680.0,-174866.0
120,-40470.0,-223652.0,-17021.0,-45680.0,-174866.0
130,-261404.0,-279189.0,-19087.0,-45680.0,-174866.0
140,-24877.0,-192413.0,-11747.0,-45680.0,-174866.0
150,-276478.0,-326403.0,-12330.0,-45680.0,-174866.0
160,-90702.0,-361375.0,-10101.0,-45680.0,-174866.0
170,-42615.0,-102396.0,-9720.0,-45680.0,-174866.0
180,-22603.0,-268694.0,-16032.0,-45680.0,-174866.0
190,-21961.0,-146760.0,-8081.0,-45680.0,-174866.0
200,-27491.0,-58525.0,-6931.0,-45680.0,-174866.0
210,-39648.0,-125585.0,-5606.0,-45680.0,-174866.0
220,-23650.0,-318689.0,-4496.0,-45680.0,-174866.0
230,-21841.0,-161955.0,-4787.0,-45680.0,-174866.0
240,-25970.0,-146469.0,-5041.0,-45680.0,-174866.0
250,-9101.0,-162395.0,-5240.0,-45680.0,-174866.0
260,-10896.0,-400792.0,-5281.0,-45680.0,-174866.0
270,-7632.0,-55996.0,-4184.0,-45680.0,-174866.0
280,-13356.0,-730964.0,-4383.0,-45680.0,-174866.0
290,-13214.0,-135215.0,-5476.0,-45680.0,-174866.0
300,-29723.0,-183965.0,-5031.0,-45680.0,-174866.0
310,-15422.0,-53832.0,-4935.0,-45680.0,-174866.0
320,-14319.0,-173949.0,-6275.0,-45680.0,-174866.0
330,-23574.0,-37827.0,-6433.0,-45680.0,-174866.0
340,-13303.0,-66973.0,-6333.0,-45680.0,-174866.0
350,-14034.0,-340137.0,-4206.0,-45680.0,-174866.0
360,-16940.0,-349819.0,-5439.0,-45680.0,-174866.0
370,-38083.0,-189427.0,-4563.0,-45680.0,-174866.0
380,-12457.0,-292589.0,-5003.0,-45680.0,-174866.0
390,-51205.0,-113197.0,-6101.0,-45680.0,-174866.0
400,-48328.0,-542042.0,-4580.0,-45680.0,-174866.0
410,-37202.0,-209359.0,-4281.0,-45680.0,-174866.0
420,-35234.0,-7575.0,-4890.0,-45680.0,-174866.0
430,-56470.0,-18315.0,-6460.0,-45680.0,-174866.0
440,-183581.0,-12929.0,-5221.0,-45680.0,-174866.0
450,-39570.0,-9349.0,-4867.0,-45680.0,-174866.0
460,-45068.0,-6248.0,-4229.0,-45680.0,-174866.0
470,-13783.0,-8835.0,-5424.0,-45680.0,-174866.0
480,-8847.0,-7160.0,-4148.0,-45680.0,-174866.0
490,-9915.0,-10880.0,-4535.0,-45680.0,-174866.0
500,-15930.0,-5995.0,-5434.0,-45680.0,-174866.0
