scenario,episode,eval_reward
cross_surge,10,-131605.0
cross_surge,20,-92463.0
cross_surge,30,-101591.0
cross_surge,40,-111075.0
cross_surge,50,-338519.0
cross_surge,60,-120463.0
cross_surge,70,-83670.0
cross_surge,80,-89947.0
cross_surge,90,-99198.0
cross_surge,100,-91688.0
cross_surge,110,-91297.0
cross_surge,120,-87125.0
cross_surge,130,-87901.0
cross_surge,140,-86805.0
cross_surge,150,-88053.0
cross_surge,160,-87504.0
cross_surge,170,-86859.0
cross_surge,180,-86034.0
cross_surge,190,-83514.0
cross_surge,200,-129563.0
cross_surge,210,-87982.0
cross_surge,220,-84679.0
cross_surge,230,-84056.0
cross_surge,240,-90729.0
cross_surge,250,-85420.0
cross_surge,260,-81294.0
cross_surge,270,-90370.0
cross_surge,280,-84999.0
cross_surge,290,-91057.0
cross_surge,300,-92016.0
cross_surge,310,-105751.0
cross_surge,320,-82746.0
cross_surge,330,-87587.0
cross_surge,340,-95693.0
cross_surge,350,-94425.0
cross_surge,360,-87739.0
cross_surge,370,-83926.0
cross_surge,380,-87915.0
cross_surge,390,-87744.0
cross_surge,400,-94122.0
cross_surge,410,-82324.0
cross_surge,420,-126143.0
cross_surge,430,-87334.0
cross_surge,440,-81875.0
cross_surge,450,-101911.0
cross_surge,460,-90309.0
cross_surge,470,-92496.0
cross_surge,480,-95051.0
cross_surge,490,-89878.0
cross_surge,500,-91291.0
