scenario,episode,eval_reward
baseline,10,-889832.0
baseline,20,-30948.0
baseline,30,-29096.0
baseline,40,-27903.0
baseline,50,-31263.0
baseline,60,-24260.0
baseline,70,-28493.0
baseline,80,-23437.0
baseline,90,-24154.0
baseline,100,-26417.0
baseline,110,-22484.0
baseline,120,-25110.0
baseline,130,-23244.0
baseline,140,-23795.0
baseline,150,-23788.0
baseline,160,-23605.0
baseline,170,-28784.0
baseline,180,-25266.0
baseline,190,-23605.0
baseline,200,-21834.0
baseline,210,-24775.0
baseline,220,-21479.0
baseline,230,-21883.0
baseline,240,-22739.0
baseline,250,-26907.0
baseline,260,-24460.0
baseline,270,-23659.0
baseline,280,-27752.0
baseline,290,-28668.0
baseline,300,-23555.0
baseline,310,-28494.0
baseline,320,-23286.0
baseline,330,-27940.0
baseline,340,-26505.0
baseline,350,-26719.0
baseline,360,-24480.0
baseline,370,-24148.0
baseline,380,-22750.0
baseline,390,-21552.0
baseline,400,-27292.0
baseline,410,-28601.0
baseline,420,-27874.0
baseline,430,-25922.0
baseline,440,-24070.0
baseline,450,-24189.0
baseline,460,-25656.0
baseline,470,-24458.0
baseline,480,-22656.0
baseline,490,-22684.0
baseline,500,-22412.0
