Epoch,Tabular_IQL_Reward,Hysteretic_Reward,VDN_Reward,Fixed_Baseline_Reward
10,-52487.0,-72740.0,-36907.0,-115654.0
20,-87763.0,-86450.0,-68620.0,-115654.0
30,-98465.0,-135448.0,-72156.0,-115654.0
40,-45155.0,-77009.0,-88560.0,-115654.0
50,-69691.0,-101089.0,-66798.0,-115654.0
60,-85967.0,-66256.0,-104795.0,-115654.0
70,-125526.0,-147126.0,-141312.0,-115654.0
80,-145969.0,-118612.0,-66782.0,-115654.0
90,-78632.0,-129691.0,-163410.0,-115654.0
100,-231886.0,-73380.0,-114082.0,-115654.0
110,-138006.0,-107057.0,-140318.0,-115654.0
120,-145823.0,-97898.0,-181548.0,-115654.0
130,-92040.0,-130677.0,-108315.0,-115654.0
140,-157475.0,-39817.0,-99747.0,-115654.0
150,-75976.0,-104517.0,-95940.0,-115654.0
160,-282105.0,-121376.0,-257915.0,-115654.0
170,-137086.0,-177058.0,-145357.0,-115654.0
180,-74065.0,-105764.0,-350309.0,-115654.0
190,-63176.0,-61083.0,-224781.0,-115654.0
200,-72493.0,-69441.0,-196036.0,-115654.0
210,-82854.0,-83310.0,-288065.0,-115654.0
220,-122259.0,-53794.0,-169561.0,-115654.0
230,-135075.0,-55389.0,-160395.0,-115654.0
240,-154748.0,-58252.0,-173937.0,-115654.0
250,-126137.0,-61695.0,-127681.0,-115654.0
260,-98231.0,-68368.0,-155054.0,-115654.0
270,-84115.0,-109650.0,-49250.0,-115654.0
280,-103530.0,-92492.0,-469644.0,-115654.0
290,-114996.0,-142274.0,-455389.0,-115654.0
300,-83183.0,-218550.0,-103328.0,-115654.0
310,-82184.0,-58593.0,-277213.0,-115654.0
320,-137910.0,-117238.0,-88660.0,-115654.0
330,-93052.0,-146663.0,-270141.0,-115654.0
340,-213393.0,-133220.0,-59883.0,-115654.0
350,-98498.0,-189720.0,-78916.0,-115654.0
360,-271866.0,-111263.0,-115267.0,-115654.0
370,-148984.0,-1735937.0,-126121.0,-115654.0
380,-133166.0,-48851.0,-31877.0,-115654.0
390,-164578.0,-84379.0,-139620.0,-115654.0
400,-94751.0,-68793.0,-86150.0,-115654.0
410,-36562.0,-175160.0,-34109.0,-115654.0
420,-51394.0,-120205.0,-91501.0,-115654.0
430,-93134.0,-74235.0,-37167.0,-115654.0
440,-117440.0,-79267.0,-76459.0,-115654.0
450,-45982.0,-347100.0,-29902.0,-115654.0
460,-63836.0,-94566.0,-45220.0,-115654.0
470,-92600.0,-99844.0,-27019.0,-115654.0
480,-131928.0,-100764.0,-58284.0,-115654.0
490,-98804.0,-45956.0,-28223.0,-115654.0
500,-54204.0,-98095.0,-28121.0,-115654.0
