scenario,episode,eval_reward
grid4x4,10,-989354.0
grid4x4,20,-860824.0
grid4x4,30,-903285.0
grid4x4,40,-759970.0
grid4x4,50,-950685.0
grid4x4,60,-802531.0
grid4x4,70,-924945.0
grid4x4,80,-765267.0
grid4x4,90,-860980.0
grid4x4,100,-688271.0
grid4x4,110,-953489.0
grid4x4,120,-718505.0
grid4x4,130,-764785.0
grid4x4,140,-761993.0
grid4x4,150,-766599.0
grid4x4,160,-608726.0
grid4x4,170,-688594.0
grid4x4,180,-523757.0
grid4x4,190,-534179.0
grid4x4,200,-493480.0
grid4x4,210,-631961.0
grid4x4,220,-473535.0
grid4x4,230,-430538.0
grid4x4,240,-562311.0
grid4x4,250,-773960.0
grid4x4,260,-421075.0
grid4x4,270,-518150.0
grid4x4,280,-487665.0
grid4x4,290,-518415.0
grid4x4,300,-473464.0
grid4x4,310,-459930.0
grid4x4,320,-498939.0
grid4x4,330,-463845.0
grid4x4,340,-568276.0
grid4x4,350,-620427.0
grid4x4,360,-631436.0
grid4x4,370,-704022.0
grid4x4,380,-496641.0
grid4x4,390,-458490.0
grid4x4,400,-530055.0
grid4x4,410,-350065.0
grid4x4,420,-436718.0
grid4x4,430,-466678.0
grid4x4,440,-462500.0
grid4x4,450,-408194.0
grid4x4,460,-489810.0
grid4x4,470,-433916.0
grid4x4,480,-461685.0
grid4x4,490,-305256.0
grid4x4,500,-667721.0
