Epoch,Tabular_IQL_Reward,Hysteretic_Reward,VDN_Reward,Fixed_Baseline_Reward
10,-83713.0,-151775.0,-72388.0,-140966.0
20,-1886311.0,-86940.0,-69592.0,-140966.0
30,-180643.0,-70472.0,-285240.0,-140966.0
40,-162523.0,-144792.0,-122022.0,-140966.0
50,-211249.0,-90693.0,-101148.0,-140966.0
60,-214986.0,-120413.0,-170925.0,-140966.0
70,-1547722.0,-124000.0,-92675.0,-140966.0
80,-1610817.0,-110326.0,-130174.0,-140966.0
90,-207825.0,-91589.0,-103639.0,-140966.0
100,-526800.0,-97096.0,-184029.0,-140966.0
110,-117909.0,-144886.0,-136676.0,-140966.0
120,-1377715.0,-105799.0,-147035.0,-140966.0
130,-266051.0,-112906.0,-195904.0,-140966.0
140,-255948.0,-155760.0,-243141.0,-140966.0
150,-418485.0,-279729.0,-152487.0,-140966.0
160,-1263598.0,-111971.0,-1744127.0,-140966.0
170,-275119.0,-118631.0,-153899.0,-140966.0
180,-1432816.0,-106091.0,-305672.0,-140966.0
190,-1452830.0,-114755.0,-586762.0,-140966.0
200,-146326.0,-149260.0,-144615.0,-140966.0
210,-206708.0,-192838.0,-102288.0,-140966.0
220,-254662.0,-600411.0,-169924.0,-140966.0
230,-479835.0,-160340.0,-146995.0,-140966.0
240,-449680.0,-187464.0,-895514.0,-140966.0
250,-238713.0,-73655.0,-140651.0,-140966.0
260,-1713077.0,-224820.0,-106270.0,-140966.0
270,-2331803.0,-170686.0,-138350.0,-140966.0
280,-296658.0,-275947.0,-144409.0,-140966.0
290,-159064.0,-645823.0,-117969.0,-140966.0
300,-128302.0,-135093.0,-502719.0,-140966.0
310,-187423.0,-112793.0,-189107.0,-140966.0
320,-128409.0,-123391.0,-111954.0,-140966.0
330,-1514067.0,-270945.0,-152300.0,-140966.0
340,-510050.0,-110563.0,-72341.0,-140966.0
350,-145999.0,-131065.0,-94685.0,-140966.0
360,-146643.0,-193747.0,-101237.0,-140966.0
370,-103877.0,-607005.0,-187760.0,-140966.0
380,-146760.0,-93852.0,-164064.0,-140966.0
390,-94046.0,-68070.0,-361974.0,-140966.0
400,-146264.0,-106470.0,-113394.0,-140966.0
410,-159512.0,-87979.0,-117155.0,-140966.0
420,-121997.0,-130182.0,-66716.0,-140966.0
430,-175238.0,-86246.0,-91853.0,-140966.0
440,-203366.0,-1068395.0,-201196.0,-140966.0
450,-216323.0,-76581.0,-114839.0,-140966.0
460,-202695.0,-626982.0,-145049.0,-140966.0
470,-226821.0,-145177.0,-122031.0,-140966.0
480,-187578.0,-213229.0,-111635.0,-140966.0
490,-121569.0,-1541946.0,-111745.0,-140966.0
500,-169327.0,-206633.0,-78073.0,-140966.0
