scenario,episode,eval_reward
cross_surge,10,-1022056.0
cross_surge,20,-114563.0
cross_surge,30,-1247611.0
cross_surge,40,-1247611.0
cross_surge,50,-1247611.0
cross_surge,60,-100987.0
cross_surge,70,-1247611.0
cross_surge,80,-1247611.0
cross_surge,90,-1247611.0
cross_surge,100,-1247611.0
cross_surge,110,-1492768.0
cross_surge,120,-88839.0
cross_surge,130,-91267.0
cross_surge,140,-87548.0
cross_surge,150,-1247611.0
cross_surge,160,-1247611.0
cross_surge,170,-1247611.0
cross_surge,180,-89563.0
cross_surge,190,-99842.0
cross_surge,200,-105602.0
cross_surge,210,-84973.0
cross_surge,220,-88408.0
cross_surge,230,-86023.0
cross_surge,240,-85397.0
cross_surge,250,-85600.0
cross_surge,260,-82214.0
cross_surge,270,-90663.0
cross_surge,280,-84600.0
cross_surge,290,-84777.0
cross_surge,300,-87903.0
cross_surge,310,-87764.0
cross_surge,320,-80096.0
cross_surge,330,-83609.0
cross_surge,340,-88389.0
cross_surge,350,-92105.0
cross_surge,360,-88068.0
cross_surge,370,-90589.0
cross_surge,380,-85084.0
cross_surge,390,-79676.0
cross_surge,400,-91352.0
cross_surge,410,-82934.0
cross_surge,420,-88346.0
cross_surge,430,-90507.0
cross_surge,440,-93145.0
cross_surge,450,-82359.0
cross_surge,460,-82351.0
cross_surge,470,-85778.0
cross_surge,480,-84334.0
cross_surge,490,-85866.0
cross_surge,500,-93569.0
