scenario,episode,eval_reward
grid4x4,10,-807600.0
grid4x4,20,-843928.0
grid4x4,30,-697988.0
grid4x4,40,-814293.0
grid4x4,50,-715273.0
grid4x4,60,-785361.0
grid4x4,70,-834043.0
grid4x4,80,-674000.0
grid4x4,90,-582278.0
grid4x4,100,-728866.0
grid4x4,110,-472286.0
grid4x4,120,-599837.0
grid4x4,130,-843552.0
grid4x4,140,-712264.0
grid4x4,150,-608952.0
grid4x4,160,-448378.0
grid4x4,170,-390000.0
grid4x4,180,-558758.0
grid4x4,190,-617387.0
grid4x4,200,-538524.0
grid4x4,210,-560523.0
grid4x4,220,-327209.0
grid4x4,230,-275055.0
grid4x4,240,-488169.0
grid4x4,250,-509025.0
grid4x4,260,-360103.0
grid4x4,270,-452410.0
grid4x4,280,-582640.0
grid4x4,290,-443488.0
grid4x4,300,-535170.0
grid4x4,310,-364527.0
grid4x4,320,-439470.0
grid4x4,330,-469300.0
grid4x4,340,-288675.0
grid4x4,350,-249688.0
grid4x4,360,-440218.0
grid4x4,370,-460062.0
grid4x4,380,-379100.0
grid4x4,390,-411811.0
grid4x4,400,-522908.0
grid4x4,410,-617359.0
grid4x4,420,-506782.0
grid4x4,430,-677930.0
grid4x4,440,-354812.0
grid4x4,450,-512586.0
grid4x4,460,-556303.0
grid4x4,470,-438731.0
grid4x4,480,-310565.0
grid4x4,490,-440122.0
grid4x4,500,-484709.0
