scenario,episode,eval_reward
grid4x4,10,-988684.0
grid4x4,20,-897640.0
grid4x4,30,-896512.0
grid4x4,40,-838609.0
grid4x4,50,-799101.0
grid4x4,60,-840751.0
grid4x4,70,-824929.0
grid4x4,80,-884356.0
grid4x4,90,-872724.0
grid4x4,100,-857760.0
grid4x4,110,-444358.0
grid4x4,120,-872914.0
grid4x4,130,-798428.0
grid4x4,140,-521238.0
grid4x4,150,-751385.0
grid4x4,160,-531180.0
grid4x4,170,-671444.0
grid4x4,180,-514651.0
grid4x4,190,-418872.0
grid4x4,200,-604964.0
grid4x4,210,-581859.0
grid4x4,220,-608524.0
grid4x4,230,-545790.0
grid4x4,240,-427095.0
grid4x4,250,-474098.0
grid4x4,260,-611289.0
grid4x4,270,-411290.0
grid4x4,280,-403769.0
grid4x4,290,-592348.0
grid4x4,300,-505488.0
grid4x4,310,-729671.0
grid4x4,320,-565014.0
grid4x4,330,-548237.0
grid4x4,340,-470345.0
grid4x4,350,-601092.0
grid4x4,360,-690679.0
grid4x4,370,-450656.0
grid4x4,380,-450908.0
grid4x4,390,-554923.0
grid4x4,400,-452381.0
grid4x4,410,-337738.0
grid4x4,420,-272926.0
grid4x4,430,-447614.0
grid4x4,440,-653346.0
grid4x4,450,-433992.0
grid4x4,460,-392148.0
grid4x4,470,-491496.0
grid4x4,480,-343478.0
grid4x4,490,-443948.0
grid4x4,500,-468291.0
