scenario,episode,eval_reward
cross_surge,10,-1447831.0
cross_surge,20,-1207312.0
cross_surge,30,-1373271.0
cross_surge,40,-79258.0
cross_surge,50,-80615.0
cross_surge,60,-258945.0
cross_surge,70,-104864.0
cross_surge,80,-92805.0
cross_surge,90,-83062.0
cross_surge,100,-118727.0
cross_surge,110,-98893.0
cross_surge,120,-83428.0
cross_surge,130,-90937.0
cross_surge,140,-85066.0
cross_surge,150,-85497.0
cross_surge,160,-88965.0
cross_surge,170,-81501.0
cross_surge,180,-90860.0
cross_surge,190,-91415.0
cross_surge,200,-95487.0
cross_surge,210,-87889.0
cross_surge,220,-85674.0
cross_surge,230,-83974.0
cross_surge,240,-84208.0
cross_surge,250,-98305.0
cross_surge,260,-84615.0
cross_surge,270,-88102.0
cross_surge,280,-88308.0
cross_surge,290,-80462.0
cross_surge,300,-83852.0
cross_surge,310,-79187.0
cross_surge,320,-96337.0
cross_surge,330,-90023.0
cross_surge,340,-94610.0
cross_surge,350,-88957.0
cross_surge,360,-85079.0
cross_surge,370,-91086.0
cross_surge,380,-86403.0
cross_surge,390,-88079.0
cross_surge,400,-90618.0
cross_surge,410,-83808.0
cross_surge,420,-80748.0
cross_surge,430,-86143.0
cross_surge,440,-88683.0
cross_surge,450,-91489.0
cross_surge,460,-85228.0
cross_surge,470,-100697.0
cross_surge,480,-83754.0
cross_surge,490,-106616.0
cross_surge,500,-84631.0
