scenario,episode,eval_reward
baseline,10,-30733.0
baseline,20,-31791.0
baseline,30,-34018.0
baseline,40,-28626.0
baseline,50,-30014.0
baseline,60,-29429.0
baseline,70,-30174.0
baseline,80,-26441.0
baseline,90,-24177.0
baseline,100,-24964.0
baseline,110,-26753.0
baseline,120,-26831.0
baseline,130,-27627.0
baseline,140,-25291.0
baseline,150,-21107.0
baseline,160,-23837.0
baseline,170,-21640.0
baseline,180,-23429.0
baseline,190,-23630.0
baseline,200,-30515.0
baseline,210,-25839.0
baseline,220,-24321.0
baseline,230,-23304.0
baseline,240,-24068.0
baseline,250,-27319.0
baseline,260,-24305.0
baseline,270,-23205.0
baseline,280,-23702.0
baseline,290,-24690.0
baseline,300,-22600.0
baseline,310,-21737.0
baseline,320,-26363.0
baseline,330,-23172.0
baseline,340,-24661.0
baseline,350,-23307.0
baseline,360,-20195.0
baseline,370,-23089.0
baseline,380,-24097.0
baseline,390,-22117.0
baseline,400,-28065.0
baseline,410,-22103.0
baseline,420,-24754.0
baseline,430,-23328.0
baseline,440,-28293.0
baseline,450,-23547.0
baseline,460,-23732.0
baseline,470,-24678.0
baseline,480,-21699.0
baseline,490,-24588.0
baseline,500,-25393.0
