scenario,episode,eval_reward
grid4x4,10,-994980.0
grid4x4,20,-876323.0
grid4x4,30,-945520.0
grid4x4,40,-680727.0
grid4x4,50,-831774.0
grid4x4,60,-869835.0
grid4x4,70,-811582.0
grid4x4,80,-657335.0
grid4x4,90,-533449.0
grid4x4,100,-647579.0
grid4x4,110,-936278.0
grid4x4,120,-780642.0
grid4x4,130,-794120.0
grid4x4,140,-700383.0
grid4x4,150,-585735.0
grid4x4,160,-572900.0
grid4x4,170,-585842.0
grid4x4,180,-683352.0
grid4x4,190,-537738.0
grid4x4,200,-530316.0
grid4x4,210,-686486.0
grid4x4,220,-481633.0
grid4x4,230,-725234.0
grid4x4,240,-450272.0
grid4x4,250,-478353.0
grid4x4,260,-595867.0
grid4x4,270,-422744.0
grid4x4,280,-646894.0
grid4x4,290,-260448.0
grid4x4,300,-399111.0
grid4x4,310,-447314.0
grid4x4,320,-397103.0
grid4x4,330,-352348.0
grid4x4,340,-542556.0
grid4x4,350,-456272.0
grid4x4,360,-605652.0
grid4x4,370,-494281.0
grid4x4,380,-453301.0
grid4x4,390,-506529.0
grid4x4,400,-366879.0
grid4x4,410,-547138.0
grid4x4,420,-496862.0
grid4x4,430,-394504.0
grid4x4,440,-450851.0
grid4x4,450,-440590.0
grid4x4,460,-528687.0
grid4x4,470,-470015.0
grid4x4,480,-600417.0
grid4x4,490,-551770.0
grid4x4,500,-394678.0
