scenario,episode,eval_reward
split_rush,10,-1402704.0
split_rush,20,-3066612.0
split_rush,30,-1718528.0
split_rush,40,-1598471.0
split_rush,50,-1388609.0
split_rush,60,-1568054.0
split_rush,70,-1059652.0
split_rush,80,-1472971.0
split_rush,90,-106676.0
split_rush,100,-113204.0
split_rush,110,-43958.0
split_rush,120,-37751.0
split_rush,130,-82127.0
split_rush,140,-47598.0
split_rush,150,-51184.0
split_rush,160,-48121.0
split_rush,170,-57256.0
split_rush,180,-75095.0
split_rush,190,-45351.0
split_rush,200,-45169.0
split_rush,210,-44109.0
split_rush,220,-56666.0
split_rush,230,-54918.0
split_rush,240,-44378.0
split_rush,250,-45666.0
split_rush,260,-47669.0
split_rush,270,-39848.0
split_rush,280,-46994.0
split_rush,290,-34272.0
split_rush,300,-55573.0
split_rush,310,-48338.0
split_rush,320,-47597.0
split_rush,330,-37638.0
split_rush,340,-53763.0
split_rush,350,-56683.0
split_rush,360,-41813.0
split_rush,370,-38969.0
split_rush,380,-42013.0
split_rush,390,-39517.0
split_rush,400,-40314.0
split_rush,410,-49723.0
split_rush,420,-33998.0
split_rush,430,-54628.0
split_rush,440,-36571.0
split_rush,450,-36717.0
split_rush,460,-39482.0
split_rush,470,-36204.0
split_rush,480,-39993.0
split_rush,490,-41982.0
split_rush,500,-46995.0
