scenario,episode,eval_reward
cologne3,10,-405179.0
cologne3,20,-91233.0
cologne3,30,-251649.0
cologne3,40,-33469.0
cologne3,50,-72643.0
cologne3,60,-6350.0
cologne3,70,-4394.0
cologne3,80,-6083.0
cologne3,90,-15251.0
cologne3,100,-6988.0
cologne3,110,-6721.0
cologne3,120,-9008.0
cologne3,130,-46445.0
cologne3,140,-5265.0
cologne3,150,-111677.0
cologne3,160,-8999.0
cologne3,170,-3940.0
cologne3,180,-19925.0
cologne3,190,-5036.0
cologne3,200,-4589.0
cologne3,210,-20781.0
cologne3,220,-6311.0
cologne3,230,-3405.0
cologne3,240,-3460.0
cologne3,250,-4419.0
cologne3,260,-4161.0
cologne3,270,-3137.0
cologne3,280,-4277.0
cologne3,290,-4388.0
cologne3,300,-3492.0
cologne3,310,-3523.0
cologne3,320,-3374.0
cologne3,330,-158410.0
cologne3,340,-4484.0
cologne3,350,-3867.0
cologne3,360,-4516.0
cologne3,370,-5668.0
cologne3,380,-4527.0
cologne3,390,-4054.0
cologne3,400,-4552.0
cologne3,410,-5489.0
cologne3,420,-3529.0
cologne3,430,-3807.0
cologne3,440,-6526.0
cologne3,450,-4060.0
cologne3,460,-3674.0
cologne3,470,-5658.0
cologne3,480,-3722.0
cologne3,490,-4303.0
cologne3,500,-4303.0
