scenario,episode,eval_reward
split_rush,10,-629135.0
split_rush,20,-64321.0
split_rush,30,-2514525.0
split_rush,40,-1783916.0
split_rush,50,-1679132.0
split_rush,60,-1310395.0
split_rush,70,-2322609.0
split_rush,80,-1490242.0
split_rush,90,-1518232.0
split_rush,100,-949760.0
split_rush,110,-50662.0
split_rush,120,-139824.0
split_rush,130,-39955.0
split_rush,140,-43447.0
split_rush,150,-53141.0
split_rush,160,-49935.0
split_rush,170,-46060.0
split_rush,180,-38146.0
split_rush,190,-32808.0
split_rush,200,-2231592.0
split_rush,210,-41757.0
split_rush,220,-55601.0
split_rush,230,-93190.0
split_rush,240,-49026.0
split_rush,250,-37824.0
split_rush,260,-35791.0
split_rush,270,-45473.0
split_rush,280,-45023.0
split_rush,290,-45663.0
split_rush,300,-41750.0
split_rush,310,-57599.0
split_rush,320,-39454.0
split_rush,330,-44917.0
split_rush,340,-39258.0
split_rush,350,-41436.0
split_rush,360,-44693.0
split_rush,370,-38671.0
split_rush,380,-40716.0
split_rush,390,-44998.0
split_rush,400,-46956.0
split_rush,410,-45404.0
split_rush,420,-31189.0
split_rush,430,-37675.0
split_rush,440,-39341.0
split_rush,450,-39579.0
split_rush,460,-44813.0
split_rush,470,-41450.0
split_rush,480,-39278.0
split_rush,490,-40314.0
split_rush,500,-51891.0
