scenario,episode,eval_reward
cologne3,10,-1899723.0
cologne3,20,-25478.0
cologne3,30,-199198.0
cologne3,40,-261588.0
cologne3,50,-23378.0
cologne3,60,-7510.0
cologne3,70,-250475.0
cologne3,80,-3674.0
cologne3,90,-9553.0
cologne3,100,-4520.0
cologne3,110,-5240.0
cologne3,120,-4363.0
cologne3,130,-3972.0
cologne3,140,-3323.0
cologne3,150,-3202.0
cologne3,160,-4515.0
cologne3,170,-3170.0
cologne3,180,-4018.0
cologne3,190,-3363.0
cologne3,200,-3564.0
cologne3,210,-3094.0
cologne3,220,-3685.0
cologne3,230,-3790.0
cologne3,240,-5052.0
cologne3,250,-3200.0
cologne3,260,-4661.0
cologne3,270,-4456.0
cologne3,280,-3765.0
cologne3,290,-3710.0
cologne3,300,-3219.0
cologne3,310,-3756.0
cologne3,320,-3278.0
cologne3,330,-16666.0
cologne3,340,-16193.0
cologne3,350,-19904.0
cologne3,360,-5651.0
cologne3,370,-25014.0
cologne3,380,-5274.0
cologne3,390,-7898.0
cologne3,400,-4009.0
cologne3,410,-3818.0
cologne3,420,-3599.0
cologne3,430,-3938.0
cologne3,440,-3347.0
cologne3,450,-3279.0
cologne3,460,-4144.0
cologne3,470,-5613.0
cologne3,480,-29226.0
cologne3,490,-5197.0
cologne3,500,-11364.0
