scenario,episode,eval_reward
cologne3,10,-1103206.0
cologne3,20,-13239.0
cologne3,30,-24454.0
cologne3,40,-14289.0
cologne3,50,-11432.0
cologne3,60,-9318.0
cologne3,70,-173741.0
cologne3,80,-89032.0
cologne3,90,-3560.0
cologne3,100,-10290.0
cologne3,110,-10543.0
cologne3,120,-3885.0
cologne3,130,-5788.0
cologne3,140,-10768.0
cologne3,150,-4778.0
cologne3,160,-4155.0
cologne3,170,-4095.0
cologne3,180,-4354.0
cologne3,190,-4444.0
cologne3,200,-4377.0
cologne3,210,-3711.0
cologne3,220,-3509.0
cologne3,230,-9189.0
cologne3,240,-6333.0
cologne3,250,-32119.0
cologne3,260,-8302.0
cologne3,270,-4199.0
cologne3,280,-4614.0
cologne3,290,-14814.0
cologne3,300,-4059.0
cologne3,310,-3859.0
cologne3,320,-3738.0
cologne3,330,-4148.0
cologne3,340,-4059.0
cologne3,350,-6162.0
cologne3,360,-11496.0
cologne3,370,-4622.0
cologne3,380,-4803.0
cologne3,390,-4343.0
cologne3,400,-4263.0
cologne3,410,-6957.0
cologne3,420,-3704.0
cologne3,430,-5120.0
cologne3,440,-3851.0
cologne3,450,-4273.0
cologne3,460,-5018.0
cologne3,470,-5491.0
cologne3,480,-4122.0
cologne3,490,-3751.0
cologne3,500,-3751.0
