scenario,episode,eval_reward
cross_surge,10,-125740.0
cross_surge,20,-95845.0
cross_surge,30,-105107.0
cross_surge,40,-222553.0
cross_surge,50,-1289951.0
cross_surge,60,-273916.0
cross_surge,70,-97442.0
cross_surge,80,-90261.0
cross_surge,90,-95221.0
cross_surge,100,-85182.0
cross_surge,110,-91448.0
cross_surge,120,-89634.0
cross_surge,130,-97385.0
cross_surge,140,-85022.0
cross_surge,150,-91951.0
cross_surge,160,-90896.0
cross_surge,170,-84805.0
cross_surge,180,-93062.0
cross_surge,190,-91891.0
cross_surge,200,-81697.0
cross_surge,210,-86557.0
cross_surge,220,-126374.0
cross_surge,230,-86568.0
cross_surge,240,-89091.0
cross_surge,250,-82016.0
cross_surge,260,-79316.0
cross_surge,270,-85231.0
cross_surge,280,-84381.0
cross_surge,290,-82528.0
cross_surge,300,-91371.0
cross_surge,310,-83076.0
cross_surge,320,-80461.0
cross_surge,330,-82497.0
cross_surge,340,-84927.0
cross_surge,350,-83614.0
cross_surge,360,-82570.0
cross_surge,370,-84549.0
cross_surge,380,-87444.0
cross_surge,390,-85166.0
cross_surge,400,-85538.0
cross_surge,410,-81895.0
cross_surge,420,-85625.0
cross_surge,430,-81027.0
cross_surge,440,-87011.0
cross_surge,450,-85049.0
cross_surge,460,-81660.0
cross_surge,470,-83892.0
cross_surge,480,-78948.0
cross_surge,490,-83708.0
cross_surge,500,-86062.0
