scenario,episode,eval_reward
dense_wave,10,-807311.0
dense_wave,20,-564062.0
dense_wave,30,-1552388.0
dense_wave,40,-2515331.0
dense_wave,50,-981769.0
dense_wave,60,-1458277.0
dense_wave,70,-476274.0
dense_wave,80,-192556.0
dense_wave,90,-72187.0
dense_wave,100,-84677.0
dense_wave,110,-85884.0
dense_wave,120,-73381.0
dense_wave,130,-57589.0
dense_wave,140,-47250.0
dense_wave,150,-51297.0
dense_wave,160,-46511.0
dense_wave,170,-38731.0
dense_wave,180,-39956.0
dense_wave,190,-48919.0
dense_wave,200,-58414.0
dense_wave,210,-44048.0
dense_wave,220,-41941.0
dense_wave,230,-56233.0
dense_wave,240,-59672.0
dense_wave,250,-55568.0
dense_wave,260,-39405.0
dense_wave,270,-43583.0
dense_wave,280,-41254.0
dense_wave,290,-36888.0
dense_wave,300,-52036.0
dense_wave,310,-38514.0
dense_wave,320,-37707.0
dense_wave,330,-39198.0
dense_wave,340,-42525.0
dense_wave,350,-36585.0
dense_wave,360,-49007.0
dense_wave,370,-39673.0
dense_wave,380,-39769.0
dense_wave,390,-38236.0
dense_wave,400,-51826.0
dense_wave,410,-59624.0
dense_wave,420,-39807.0
dense_wave,430,-50558.0
dense_wave,440,-37321.0
dense_wave,450,-38957.0
dense_wave,460,-40649.0
dense_wave,470,-47922.0
dense_wave,480,-40369.0
dense_wave,490,-42926.0
dense_wave,500,-38643.0
