scenario,episode,eval_reward
baseline,10,-564052.0
baseline,20,-1724636.0
baseline,30,-29184.0
baseline,40,-27794.0
baseline,50,-25649.0
baseline,60,-26266.0
baseline,70,-27373.0
baseline,80,-65656.0
baseline,90,-27689.0
baseline,100,-26525.0
baseline,110,-26224.0
baseline,120,-29632.0
baseline,130,-23605.0
baseline,140,-25630.0
baseline,150,-25476.0
baseline,160,-23833.0
baseline,170,-25888.0
baseline,180,-27066.0
baseline,190,-26328.0
baseline,200,-27364.0
baseline,210,-23140.0
baseline,220,-26884.0
baseline,230,-25634.0
baseline,240,-25174.0
baseline,250,-24588.0
baseline,260,-26705.0
baseline,270,-23085.0
baseline,280,-19199.0
baseline,290,-29337.0
baseline,300,-25454.0
baseline,310,-27084.0
baseline,320,-22571.0
baseline,330,-26290.0
baseline,340,-27738.0
baseline,350,-27666.0
baseline,360,-24734.0
baseline,370,-26778.0
baseline,380,-23863.0
baseline,390,-23988.0
baseline,400,-23530.0
baseline,410,-23118.0
baseline,420,-25745.0
baseline,430,-24418.0
baseline,440,-25155.0
baseline,450,-22191.0
baseline,460,-25281.0
baseline,470,-24384.0
baseline,480,-21988.0
baseline,490,-24191.0
baseline,500,-22865.0
