scenario,episode,eval_reward
split_rush,10,-2094403.0
split_rush,20,-2666491.0
split_rush,30,-381096.0
split_rush,40,-272928.0
split_rush,50,-1960192.0
split_rush,60,-166893.0
split_rush,70,-114819.0
split_rush,80,-82665.0
split_rush,90,-42774.0
split_rush,100,-45982.0
split_rush,110,-45884.0
split_rush,120,-43643.0
split_rush,130,-46935.0
split_rush,140,-42660.0
split_rush,150,-39544.0
split_rush,160,-37574.0
split_rush,170,-44078.0
split_rush,180,-46995.0
split_rush,190,-47066.0
split_rush,200,-45476.0
split_rush,210,-39680.0
split_rush,220,-41003.0
split_rush,230,-44108.0
split_rush,240,-46979.0
split_rush,250,-45872.0
split_rush,260,-51244.0
split_rush,270,-39857.0
split_rush,280,-41609.0
split_rush,290,-45348.0
split_rush,300,-47399.0
split_rush,310,-50729.0
split_rush,320,-43747.0
split_rush,330,-42072.0
split_rush,340,-38085.0
split_rush,350,-44902.0
split_rush,360,-39802.0
split_rush,370,-40684.0
split_rush,380,-36109.0
split_rush,390,-36918.0
split_rush,400,-35601.0
split_rush,410,-40536.0
split_rush,420,-40333.0
split_rush,430,-41407.0
split_rush,440,-35983.0
split_rush,450,-50672.0
split_rush,460,-47646.0
split_rush,470,-41621.0
split_rush,480,-37066.0
split_rush,490,-39743.0
split_rush,500,-39516.0
