Epoch,Tabular_IQL_Reward,Hysteretic_Reward,VDN_Reward,Fixed_Baseline_Reward
10,-72946.0,-426033.0,-79935.0,-113014.0
20,-136421.0,-360760.0,-180447.0,-113014.0
30,-127457.0,-66769.0,-138147.0,-113014.0
40,-95014.0,-71250.0,-302982.0,-113014.0
50,-84466.0,-1048408.0,-173420.0,-113014.0
60,-148661.0,-122547.0,-131862.0,-113014.0
70,-65280.0,-79183.0,-97288.0,-113014.0
80,-53983.0,-93620.0,-57746.0,-113014.0
90,-77685.0,-79032.0,-149985.0,-113014.0
100,-116542.0,-80907.0,-352210.0,-113014.0
110,-99466.0,-945796.0,-398965.0,-113014.0
120,-79713.0,-72278.0,-139622.0,-113014.0
130,-57207.0,-67390.0,-79978.0,-113014.0
140,-108322.0,-85971.0,-142241.0,-113014.0
150,-225161.0,-61617.0,-484598.0,-113014.0
160,-192912.0,-75816.0,-131414.0,-113014.0
170,-120918.0,-63493.0,-171422.0,-113014.0
180,-101023.0,-108407.0,-103327.0,-113014.0
190,-65492.0,-90574.0,-113614.0,-113014.0
200,-118378.0,-124349.0,-186414.0,-113014.0
210,-100194.0,-94294.0,-106747.0,-113014.0
220,-91728.0,-103949.0,-119778.0,-113014.0
230,-104773.0,-152677.0,-60427.0,-113014.0
240,-76527.0,-71713.0,-100785.0,-113014.0
250,-171475.0,-69289.0,-109582.0,-113014.0
260,-179226.0,-84926.0,-125621.0,-113014.0
270,-97224.0,-57110.0,-298029.0,-113014.0
280,-104885.0,-72517.0,-220066.0,-113014.0
290,-93299.0,-92305.0,-94268.0,-113014.0
300,-175676.0,-90695.0,-106814.0,-113014.0
310,-127330.0,-87302.0,-77928.0,-113014.0
320,-61643.0,-63013.0,-127365.0,-113014.0
330,-207005.0,-76076.0,-836531.0,-113014.0
340,-101065.0,-113701.0,-121656.0,-113014.0
350,-93224.0,-40975.0,-58557.0,-113014.0
360,-169695.0,-105922.0,-184845.0,-113014.0
370,-144109.0,-38817.0,-132068.0,-113014.0
380,-157505.0,-105269.0,-37369.0,-113014.0
390,-230798.0,-168014.0,-67923.0,-113014.0
400,-149336.0,-216827.0,-44416.0,-113014.0
410,-217624.0,-36970.0,-63827.0,-113014.0
420,-91756.0,-59631.0,-24625.0,-113014.0
430,-98305.0,-50863.0,-28599.0,-113014.0
440,-60712.0,-102674.0,-24645.0,-113014.0
450,-76102.0,-161272.0,-96253.0,-113014.0
460,-86289.0,-51313.0,-32617.0,-113014.0
470,-137166.0,-77091.0,-32024.0,-113014.0
480,-112569.0,-49555.0,-32030.0,-113014.0
490,-107770.0,-144856.0,-29253.0,-113014.0
500,-106074.0,-476047.0,-28574.0,-113014.0
